nid,pid
6462,ir:ir-batch6-2727
6476,ir:22
6485,ir:ir-batch12-154
6490,ir:ir-batch6-995
6503,ir:ir-batch6-4314
6510,ir:ir-batch6-1978
6512,ir:ir-batch6-5117
6522,ir:ir-batch6-4991
6525,ir:ir-batch6-1497
6533,ir:ir-batch6-5303
6534,ir:ir-batch6-2879
6536,ir:ir-batch6-6016
6545,ir:ir-batch6-4939
6552,ir:349
6558,ir:ir-batch6-5613
6562,ir:ir-batch6-3039
6567,ir:ir-batch13-142
6568,ir:ir-batch6-1187
6571,ir:659
6572,ir:ir-batch6-3091
6576,ir:ir-batch6-5940
6581,ir:ir-batch6-1916
6582,ir:ir-batch6-5179
6586,ir:ir-batch6-3753
6587,ir:ir-batch6-3798
6589,ir:ir-batch6-419
6591,ir:150
6597,ir:ir-batch6-3863
6608,ir:ir-batch6-5670
6612,ir:ir-batch6-3730
6618,ir:ir-batch6-5923
6625,ir:ir-batch6-5360
6628,ir:ir-batch6-6075
6631,ir:ir-batch6-4609
6636,ir:ir-batch6-2023
6637,ir:ir-batch6-930
6647,ir:87
6667,ir:ir-batch6-1760
6678,ir:ir-batch6-1833
6682,ir:ir-batch6-4535
6684,ir:ir-batch6-5865
6689,ir:ir-batch6-235
6695,ir:ir-batch6-6133
6697,ir:ir-batch6-5226
6700,ir:ir-batch6-2165
6704,ir:ir-batch6-876
6705,ir:506
6719,ir:ir-batch6-5587
6722,ir:26673
6724,ir:ir-batch6-2106
6735,ir:ir-batch6-5245
6751,ir:ir-batch6-5755
6756,ir:26363
6764,ir:ir-batch6-256
6778,ir:ir-batch6-594
6791,ir:ir-batch6-5283
6793,ir:261
6796,ir:ir-batch6-2602
6807,ir:ir-batch6-1896
6823,ir:ir-batch6-3111
6825,ir:ir-batch6-5051
6835,ir:ir-batch6-5868
6850,ir:ir-batch6-4231
6856,ir:ir-batch6-531
6875,ir:ir-batch6-5032
6884,ir:ir-batch6-4721
6888,ir:ir-batch6-3462
6891,ir:ir-batch6-2932
6892,ir:ir-batch6-5248
6894,ir:ir-batch6-3308
6897,ir:ir-batch6-5522
6899,ir:ir-batch6-2661
6907,ir:202
6919,ir:ir-batch6-2249
6925,ir:ir-batch6-2523
6929,ir:ir-batch6-4309
6937,ir:ir-batch6-5660
6940,ir:ir-batch6-3788
6948,ir:ir-batch6-2759
6950,ir:ir-batch6-988
6956,ir:ir-batch6-3230
6970,ir:450
6975,ir:ir-batch6-5370
6977,ir:ir-batch6-6065
6981,ir:ir-batch6-2033
6984,ir:ir-batch6-4619
6989,ir:ir-batch6-4929
6995,ir:23570
6997,ir:ir-batch6-4110
7005,ir:ir-batch6-2050
7009,ir:ir-batch6-5313
7010,ir:ir-batch6-2869
7015,ir:ir-batch6-4981
7024,ir:ir-batch6-5950
7027,ir:ir-batch6-3743
7031,ir:ir-batch6-1906
7032,ir:ir-batch7-102
7036,ir:ir-batch6-3081
7040,ir:ir-batch6-2282
7043,ir:ir-batch6-3029
7047,ir:ir-batch6-5603
7054,ir:ir-batch6-985
7061,ir:ir-batch6-4947
7063,ir:ir-batch6-5417
7066,ir:337
7067,ir:ir-batch12-144
7079,ir:ir-batch6-6068
7083,ir:ir-batch6-4614
7085,ir:32
7094,ir:ir-batch6-6212
7097,ir:ir-batch6-5107
7103,ir:ir-batch6-1151
7109,ir:ir-batch6-3047
7118,ir:ir-batch6-5996
7120,ir:ir-batch6-2227
7152,ir:ir-batch12-127
7156,ir:ir-batch6-5474
7157,ir:496
7160,ir:ir-batch6-4924
7163,ir:ir-batch6-2737
7169,ir:51
7172,ir:ir-batch6-4677
7174,ir:ir-batch6-2864
7192,ir:889
7200,ir:ir-batch6-551
7201,ir:ir-batch6-1895
7202,ir:ir-batch14-112
7206,ir:ir-batch6-4251
7211,ir:ir-batch6-3112
7215,ir:262
7230,ir:ir-batch6-5228
7239,ir:ir-batch6-878
7240,ir:508
7243,ir:ir-batch6-5521
7260,ir:ir-batch6-5589
7268,ir:ir-batch6-2108
7272,ir:ir-batch6-2931
7280,ir:ir-batch6-258
7286,ir:ir-batch6-4558
7291,ir:ir-batch6-5031
7295,ir:ir-batch6-3171
7298,ir:ir-batch6-2418
7300,ir:ir-batch6-4232
7304,ir:842
7309,ir:ir-batch6-532
7325,ir:ir-batch6-5225
7330,ir:ir-batch6-2166
7334,ir:ir-batch6-875
7335,ir:505
7344,ir:ir-batch6-5866
7345,ir:884
7347,ir:ir-batch6-1009
7348,ir:ir-batch6-4536
7359,ir:ir-batch6-1898
7369,ir:ir-batch6-5735
7375,ir:ir-batch6-4555
7383,ir:ir-batch6-1853
7389,ir:ir-batch6-3945
7408,ir:ir-batch6-2994
7412,ir:ir-batch6-5584
7418,ir:26670
7421,ir:ir-batch6-5246
7425,ir:ir-batch6-1638
7432,ir:ir-batch6-4307
7434,ir:ir-batch6-3044
7439,ir:ir-batch6-5995
7448,ir:ir-batch6-6211
7468,ir:ir-batch6-4617
7475,ir:ir-batch6-986
7480,ir:ir-batch6-4944
7484,ir:ir-batch12-147
7493,ir:ir-batch6-6008
7495,ir:ir-batch6-2867
7502,ir:ir-batch12-124
7506,ir:ir-batch6-4927
7507,ir:495
7518,ir:914
7520,ir:ir-batch6-464
7523,ir:ir-batch6-3027
7533,ir:ir-batch6-4364
7547,ir:647
7557,ir:453
7561,ir:391
7564,ir:ir-batch6-6066
7566,ir:ir-batch6-5373
7568,ir:ir-batch6-2030
7586,ir:339
7589,ir:ir-batch6-2098
7590,ir:ir-batch13-132
7596,ir:ir-batch6-2520
7599,ir:ir-batch6-3049
7602,ir:ir-batch6-5663
7605,ir:681
7606,ir:ir-batch6-5998
7616,ir:ir-batch6-5109
7626,ir:ir-batch6-5930
7633,ir:ir-batch6-5600
7643,ir:ir-batch6-4369
7645,ir:ir-batch6-5953
7646,ir:ir-batch6-2229
7652,ir:ir-batch7-101
7656,ir:ir-batch6-1905
7658,ir:ir-batch6-3740
7661,ir:ir-batch6-3082
7663,ir:ir-batch12-181
7667,ir:ir-batch6-4679
7673,ir:ir-batch6-5310
7677,ir:430
7678,ir:ir-batch6-4982
7680,ir:ir-batch6-179
7685,ir:ir-batch12-129
7689,ir:498
7694,ir:ir-batch6-2739
7702,ir:ir-batch6-5084
7705,ir:ir-batch6-5746
7709,ir:ir-batch6-2405
7718,ir:ir-batch6-1843
7728,ir:26660
7733,ir:ir-batch6-6143
7737,ir:ir-batch6-5594
7752,ir:ir-batch6-4055
7757,ir:515
7761,ir:ir-batch6-5235
7763,ir:ir-batch6-6120
7766,ir:ir-batch6-1263
7768,ir:ir-batch6-2176
7802,ir:ir-batch6-5725
7805,ir:ir-batch6-1888
7815,ir:ir-batch6-1820
7823,ir:ir-batch6-5876
7835,ir:ir-batch6-2921
7842,ir:ir-batch6-5599
7848,ir:211
7854,ir:ir-batch6-5531
7867,ir:ir-batch6-5089
7874,ir:ir-batch6-3958
7876,ir:ir-batch6-2408
7889,ir:ir-batch6-5021
7891,ir:ir-batch6-248
7893,ir:701
7902,ir:ir-batch6-5728
7904,ir:ir-batch6-3102
7907,ir:ir-batch6-541
7911,ir:ir-batch6-4583
7915,ir:ir-batch6-3993
7919,ir:ir-batch6-5042
7927,ir:899
7932,ir:ir-batch6-4093
7936,ir:ir-batch6-2942
7959,ir:ir-batch6-6185
7960,ir:272
7961,ir:ir-batch6-5290
7964,ir:ir-batch6-3092
7968,ir:ir-batch6-5943
7971,ir:ir-batch6-3750
7979,ir:ir-batch6-1915
7982,ir:ir-batch6-5610
7998,ir:488
8001,ir:ir-batch6-4103
8007,ir:ir-batch6-603
8010,ir:ir-batch6-4992
8016,ir:ir-batch6-4669
8018,ir:ir-batch6-2043
8020,ir:ir-batch6-1356
8024,ir:ir-batch6-6015
8032,ir:84
8047,ir:ir-batch6-6076
8049,ir:ir-batch6-2819
8050,ir:ir-batch6-5363
8054,ir:ir-batch6-2020
8059,ir:ir-batch6-933
8060,ir:443
8061,ir:ir-batch6-5119
8066,ir:ir-batch6-3733
8069,ir:ir-batch6-5920
8076,ir:ir-batch6-370
8084,ir:ir-batch6-2530
8086,ir:ir-batch13-122
8091,ir:ir-batch6-5673
8092,ir:691
8095,ir:ir-batch6-3059
8098,ir:485
8109,ir:ir-batch12-134
8110,ir:347
8118,ir:ir-batch6-4664
8121,ir:ir-batch6-6018
8122,ir:ir-batch6-2877
8140,ir:195
8142,ir:ir-batch6-1918
8143,ir:ir-batch6-6262
8148,ir:ir-batch6-3037
8152,ir:ir-batch6-4374
8156,ir:ir-batch6-1189
8158,ir:ir-batch6-474
8161,ir:ir-batch6-5114
8164,ir:ir-batch6-6201
8168,ir:ir-batch6-1142
8173,ir:634
8177,ir:ir-batch6-5985
8185,ir:ir-batch6-3054
8194,ir:ir-batch6-996
8199,ir:ir-batch6-4954
8203,ir:ir-batch6-5404
8211,ir:ir-batch6-4607
8214,ir:21
8221,ir:ir-batch6-4382
8225,ir:ir-batch6-5910
8230,ir:ir-batch6-5129
8234,ir:ir-batch6-3069
8237,ir:ir-batch6-5643
8250,ir:163
8251,ir:ir-batch6-192
8253,ir:ir-batch6-4969
8264,ir:ir-batch6-2881
8271,ir:ir-batch6-2010
8278,ir:ir-batch6-5353
8280,ir:ir-batch6-5398
8290,ir:ir-batch6-4133
8304,ir:ir-batch6-2073
8308,ir:ir-batch6-4659
8312,ir:ir-batch6-960
8319,ir:ir-batch7-121
8322,ir:ir-batch6-1925
8323,ir:ir-batch6-3760
8332,ir:ir-batch6-4423
8339,ir:100
8353,ir:ir-batch6-5620
8360,ir:ir-batch6-4964
8377,ir:ir-batch6-4637
8390,ir:ir-batch6-1172
8396,ir:ir-batch6-5124
8399,ir:ir-batch6-6231
8404,ir:ir-batch6-3064
8421,ir:ir-batch6-1928
8431,ir:ir-batch6-5685
8433,ir:ir-batch6-1980
8434,ir:ir-batch6-4486
8440,ir:ir-batch6-3007
8446,ir:ir-batch6-5395
8448,ir:ir-batch6-6080
8459,ir:ir-batch6-4907
8468,ir:ir-batch6-2847
8470,ir:ir-batch6-4654
8472,ir:72
8479,ir:ir-batch6-5715
8486,ir:ir-batch6-3906
8489,ir:ir-batch6-5846
8492,ir:ir-batch6-1029
8494,ir:ir-batch6-4516
8502,ir:ir-batch6-216
8506,ir:26633
8507,ir:ir-batch6-2146
8510,ir:ir-batch6-5205
8515,ir:525
8516,ir:ir-batch6-4897
8519,ir:ir-batch6-855
8521,ir:ir-batch6-706
8535,ir:ir-batch6-836
8539,ir:546
8541,ir:ir-batch6-5266
8543,ir:284
8544,ir:ir-batch6-6173
8547,ir:ir-batch6-1230
8550,ir:26650
8563,ir:ir-batch6-765
8567,ir:ir-batch6-2435
8570,ir:ir-batch6-1720
8577,ir:ir-batch6-5776
8594,ir:ir-batch6-4575
8606,ir:ir-batch6-5208
8607,ir:ir-batch6-2972
8613,ir:ir-batch6-858
8619,ir:242
8622,ir:ir-batch6-4832
8625,ir:ir-batch6-5562
8627,ir:580
8631,ir:ir-batch6-2399
8636,ir:ir-batch6-5718
8642,ir:ir-batch6-2331
8645,ir:ir-batch6-1024
8649,ir:ir-batch6-3658
8662,ir:ir-batch6-3968
8670,ir:ir-batch6-3151
8675,ir:ir-batch6-5880
8676,ir:ir-batch6-1785
8683,ir:ir-batch6-5011
8689,ir:ir-batch6-5828
8693,ir:ir-batch6-4578
8696,ir:ir-batch6-2911
8697,ir:289
8714,ir:ir-batch6-4068
8715,ir:ir-batch6-5501
8720,ir:221
8722,ir:ir-batch6-768
8723,ir:ir-batch6-2180
8730,ir:ir-batch6-3017
8735,ir:924
8736,ir:ir-batch6-4496
8740,ir:677
8741,ir:ir-batch6-5695
8744,ir:ir-batch6-5157
8747,ir:ir-batch6-6242
8752,ir:ir-batch6-2214
8758,ir:ir-batch6-2857
8764,ir:62
8765,ir:ir-batch6-4644
8774,ir:ir-batch6-4917
8775,ir:ir-batch6-5385
8777,ir:ir-batch6-6090
8780,ir:ir-batch12-114
8782,ir:ir-batch6-4627
8810,ir:ir-batch6-2767
8812,ir:ir-batch6-1472
8822,ir:ir-batch6-3074
8840,ir:ir-batch6-5134
8842,ir:ir-batch6-6221
8848,ir:ir-batch6-970
8852,ir:400
8858,ir:ir-batch6-5320
8860,ir:ir-batch6-4649
8863,ir:ir-batch6-2063
8869,ir:ir-batch6-2709
8882,ir:ir-batch12-119
8888,ir:ir-batch6-1666
8894,ir:ir-batch6-5630
8905,ir:ir-batch6-5698
8907,ir:ir-batch6-3770
8914,ir:ir-batch6-4433
8921,ir:ir-batch6-5191
8922,ir:ir-batch6-5653
8927,ir:ir-batch6-3079
8937,ir:ir-batch6-5900
8941,ir:ir-batch6-5139
8952,ir:ir-batch6-4392
8957,ir:ir-batch6-6056
8965,ir:ir-batch6-5481
8966,ir:ir-batch6-913
8969,ir:ir-batch6-4682
8970,ir:ir-batch6-2891
8973,ir:ir-batch6-640
8977,ir:ir-batch6-5429
8982,ir:ir-batch6-4979
8985,ir:ir-batch6-4140
8989,ir:ir-batch6-5001
8991,ir:ir-batch6-4568
8994,ir:ir-batch6-5838
8996,ir:ir-batch6-1057
9001,ir:ir-batch6-502
9013,ir:ir-batch6-3141
9020,ir:ir-batch6-1285
9024,ir:ir-batch6-4078
9030,ir:ir-batch6-4841
9033,ir:ir-batch6-5511
9038,ir:ir-batch6-2901
9049,ir:ir-batch6-5572
9050,ir:590
9057,ir:ir-batch6-1524
9063,ir:26686
9066,ir:538
9076,ir:ir-batch6-5218
9077,ir:ir-batch6-2962
9084,ir:742
9093,ir:ir-batch6-1034
9098,ir:ir-batch6-5062
9107,ir:ir-batch6-5708
9117,ir:ir-batch14-122
9120,ir:ir-batch6-561
9127,ir:ir-batch6-4075
9137,ir:294
9143,ir:ir-batch6-2135
9151,ir:ir-batch6-1863
9156,ir:ir-batch6-5835
9157,ir:ir-batch6-4565
9180,ir:ir-batch6-4506
9181,ir:ir-batch6-5856
9186,ir:ir-batch6-1800
9192,ir:ir-batch6-5705
9200,ir:ir-batch6-1753
9219,ir:535
9220,ir:ir-batch11-107
9221,ir:ir-batch6-845
9227,ir:ir-batch6-1243
9228,ir:ir-batch6-2156
9230,ir:ir-batch6-5215
9234,ir:ir-batch6-6100
9237,ir:ir-batch6-1889
9251,ir:ir-batch6-5877
9258,ir:ir-batch6-1821
9274,ir:ir-batch6-2177
9276,ir:ir-batch6-5234
9282,ir:ir-batch6-864
9287,ir:ir-batch6-6189
9301,ir:ir-batch6-807
9304,ir:ir-batch6-5595
9314,ir:26661
9316,ir:ir-batch6-4054
9319,ir:ir-batch6-3317
9327,ir:ir-batch6-3954
9335,ir:ir-batch6-5747
9336,ir:ir-batch6-5085
9345,ir:ir-batch6-1842
9354,ir:ir-batch6-4750
9364,ir:519
9374,ir:ir-batch6-5553
9381,ir:ir-batch6-4582
9384,ir:ir-batch6-540
9387,ir:ir-batch6-3103
9391,ir:ir-batch6-5729
9402,ir:898
9410,ir:ir-batch6-5043
9420,ir:ir-batch6-4223
9433,ir:700
9444,ir:ir-batch6-1076
9446,ir:ir-batch6-4549
9452,ir:ir-batch6-5598
9453,ir:ir-batch6-2920
9455,ir:ir-batch6-3470
9464,ir:ir-batch6-1566
9466,ir:ir-batch6-2673
9469,ir:ir-batch6-5530
9476,ir:210
9484,ir:638
9494,ir:ir-batch6-3732
9497,ir:ir-batch6-5118
9501,ir:ir-batch6-3058
9504,ir:ir-batch6-5672
9509,ir:ir-batch6-3861
9516,ir:ir-batch6-5989
9521,ir:ir-batch6-4958
9537,ir:ir-batch6-932
9542,ir:ir-batch6-2021
9547,ir:ir-batch6-6077
9551,ir:ir-batch6-5362
9561,ir:ir-batch6-4102
9566,ir:489
9572,ir:ir-batch6-6014
9576,ir:ir-batch6-2042
9577,ir:ir-batch6-1357
9579,ir:ir-batch6-4668
9584,ir:ir-batch6-4993
9591,ir:ir-batch6-1914
9600,ir:ir-batch6-5942
9607,ir:ir-batch6-3093
9608,ir:ir-batch6-478
9614,ir:908
9626,ir:ir-batch6-5611
9632,ir:ir-batch6-5405
9633,ir:ir-batch6-4955
9640,ir:ir-batch6-997
9644,ir:ir-batch6-2084
9646,ir:325
9651,ir:ir-batch6-4606
9672,ir:ir-batch6-5115
9688,ir:ir-batch6-5984
9694,ir:ir-batch6-5176
9696,ir:ir-batch6-6263
9697,ir:ir-batch6-1919
9699,ir:194
9710,ir:656
9713,ir:13696
9725,ir:ir-batch6-3036
9730,ir:346
9733,ir:ir-batch12-135
9739,ir:484
9741,ir:ir-batch6-5466
9746,ir:ir-batch6-6019
9748,ir:ir-batch6-2876
9750,ir:ir-batch6-4665
9765,ir:ir-batch6-5030
9767,ir:ir-batch6-4559
9775,ir:ir-batch6-259
9779,ir:ir-batch6-533
9786,ir:ir-batch6-3949
9787,ir:ir-batch6-4233
9798,ir:200
9810,ir:ir-batch6-5520
9816,ir:ir-batch6-2930
9823,ir:ir-batch6-2109
9828,ir:ir-batch6-5588
9842,ir:263
9844,ir:ir-batch6-5281
9845,ir:509
9847,ir:ir-batch6-879
9850,ir:ir-batch6-5229
9860,ir:ir-batch6-3982
9880,ir:ir-batch6-3113
9885,ir:ir-batch6-4592
9886,ir:ir-batch14-113
9887,ir:ir-batch6-1894
9888,ir:ir-batch6-550
9891,ir:ir-batch6-2995
9892,ir:ir-batch6-744
9894,ir:22974
9904,ir:ir-batch6-5247
9908,ir:ir-batch6-1211
9910,ir:ir-batch6-2104
9911,ir:26671
9915,ir:ir-batch6-5585
9916,ir:ir-batch6-1852
9926,ir:ir-batch6-4554
9931,ir:ir-batch6-254
9933,ir:ir-batch6-5095
9942,ir:ir-batch6-5757
9943,ir:ir-batch6-237
9948,ir:ir-batch6-4537
9953,ir:885
9959,ir:ir-batch6-1831
9963,ir:ir-batch6-5734
9971,ir:ir-batch6-1762
9973,ir:ir-batch6-1899
9990,ir:ir-batch6-727
9994,ir:504
9996,ir:ir-batch6-874
10001,ir:ir-batch6-2167
10004,ir:ir-batch6-5224
10013,ir:ir-batch6-4365
10016,ir:ir-batch6-3026
10024,ir:915
10031,ir:ir-batch6-1909
10032,ir:184
10039,ir:ir-batch6-1488
10044,ir:ir-batch6-6009
10047,ir:ir-batch6-2866
10053,ir:ir-batch6-4675
10058,ir:ir-batch6-1420
10062,ir:494
10063,ir:ir-batch6-5476
10064,ir:21303
10065,ir:ir-batch6-4926
10071,ir:ir-batch6-4616
10078,ir:ir-batch6-2805
10080,ir:ir-batch6-116
10084,ir:ir-batch12-146
10087,ir:ir-batch6-4945
10090,ir:ir-batch6-5415
10092,ir:ir-batch6-987
10093,ir:ir-batch6-2756
10098,ir:ir-batch6-5994
10102,ir:ir-batch6-3045
10127,ir:ir-batch6-6210
10133,ir:ir-batch6-2790
10134,ir:ir-batch6-4983
10135,ir:ir-batch6-178
10137,ir:431
10140,ir:ir-batch6-6004
10142,ir:ir-batch6-5311
10144,ir:ir-batch6-4678
10147,ir:ir-batch12-180
10152,ir:23572
10161,ir:499
10165,ir:ir-batch12-128
10168,ir:ir-batch6-4368
10177,ir:ir-batch6-5601
10186,ir:918
10190,ir:ir-batch6-3083
10192,ir:ir-batch6-3741
10195,ir:ir-batch7-100
10196,ir:ir-batch6-1904
10204,ir:ir-batch6-2228
10206,ir:ir-batch6-5952
10208,ir:ir-batch6-5999
10212,ir:ir-batch6-5662
10218,ir:ir-batch6-3048
10221,ir:ir-batch6-1634
10224,ir:ir-batch13-133
10226,ir:ir-batch6-5931
10232,ir:ir-batch6-5108
10244,ir:ir-batch6-2031
10246,ir:ir-batch6-1324
10251,ir:390
10252,ir:ir-batch6-5372
10257,ir:452
10260,ir:ir-batch6-922
10264,ir:338
10269,ir:ir-batch6-5418
10285,ir:ir-batch6-3075
10294,ir:ir-batch6-5135
10296,ir:ir-batch6-6220
10313,ir:ir-batch6-126
10320,ir:ir-batch6-4626
10330,ir:ir-batch6-5425
10333,ir:ir-batch6-4975
10339,ir:ir-batch6-4645
10341,ir:63
10345,ir:ir-batch6-3506
10353,ir:ir-batch12-115
10354,ir:ir-batch6-5384
10383,ir:ir-batch6-2215
10387,ir:ir-batch6-5156
10390,ir:ir-batch6-6243
10391,ir:ir-batch6-1939
10393,ir:676
10395,ir:ir-batch6-5694
10401,ir:462
10409,ir:ir-batch6-5342
10423,ir:ir-batch6-183
10425,ir:ir-batch6-4978
10428,ir:ir-batch6-5428
10431,ir:ir-batch6-2890
10432,ir:308
10434,ir:ir-batch6-4683
10435,ir:ir-batch13-103
10443,ir:ir-batch6-3078
10446,ir:ir-batch6-5652
10450,ir:ir-batch6-5190
10459,ir:ir-batch6-5138
10466,ir:ir-batch6-5901
10475,ir:ir-batch6-5631
10489,ir:ir-batch6-2218
10491,ir:ir-batch6-5962
10495,ir:ir-batch7-130
10498,ir:ir-batch6-1934
10505,ir:ir-batch6-5699
10512,ir:ir-batch6-2062
10517,ir:ir-batch6-4648
10521,ir:ir-batch6-6034
10527,ir:401
10530,ir:ir-batch12-118
10532,ir:ir-batch6-5389
10552,ir:ir-batch6-5063
10564,ir:743
10565,ir:ir-batch6-560
10567,ir:ir-batch14-123
10583,ir:ir-batch6-5709
10595,ir:ir-batch6-5573
10598,ir:ir-batch6-3433
10600,ir:ir-batch6-2963
10601,ir:ir-batch6-5219
10607,ir:ir-batch6-849
10608,ir:ir-batch6-2698
10612,ir:539
10614,ir:ir-batch6-5510
10615,ir:ir-batch6-4840
10622,ir:ir-batch6-882
10634,ir:ir-batch6-2900
10641,ir:ir-batch6-1794
10643,ir:ir-batch6-5839
10649,ir:ir-batch6-4569
10654,ir:ir-batch6-5000
10671,ir:873
10673,ir:ir-batch6-3682
10680,ir:ir-batch6-1528
10691,ir:ir-batch6-5214
10700,ir:ir-batch6-2157
10706,ir:534
10707,ir:ir-batch11-106
10708,ir:ir-batch6-4886
10710,ir:ir-batch6-1801
10715,ir:ir-batch6-5857
10717,ir:ir-batch6-1038
10718,ir:ir-batch6-4507
10724,ir:ir-batch6-2447
10733,ir:ir-batch6-5704
10743,ir:ir-batch6-4564
10745,ir:ir-batch6-5834
10748,ir:ir-batch6-1862
10772,ir:ir-batch6-4074
10786,ir:ir-batch6-1221
10792,ir:295
10797,ir:ir-batch6-5689
10809,ir:ir-batch6-2208
10814,ir:ir-batch7-120
10816,ir:ir-batch6-1924
10820,ir:ir-batch6-5621
10832,ir:101
10840,ir:ir-batch6-4132
10850,ir:ir-batch6-5399
10858,ir:ir-batch6-4658
10862,ir:ir-batch6-2072
10866,ir:ir-batch6-6024
10870,ir:ir-batch6-2880
10893,ir:ir-batch6-5352
10899,ir:ir-batch6-2011
10907,ir:472
10908,ir:ir-batch6-5128
10916,ir:ir-batch6-5911
10924,ir:162
10925,ir:ir-batch6-5180
10932,ir:ir-batch6-3851
10937,ir:ir-batch6-3068
10941,ir:ir-batch6-4906
10949,ir:ir-batch6-5394
10951,ir:ir-batch6-6081
10956,ir:73
10957,ir:ir-batch6-4655
10962,ir:ir-batch6-2846
10965,ir:ir-batch6-697
10979,ir:ir-batch6-5146
10981,ir:ir-batch6-6253
10982,ir:ir-batch6-1929
10990,ir:ir-batch6-3006
10997,ir:ir-batch6-4487
11003,ir:ir-batch6-5125
11029,ir:ir-batch6-3065
11041,ir:ir-batch6-2776
11044,ir:ir-batch6-4965
11048,ir:ir-batch6-5435
11055,ir:ir-batch6-4636
11069,ir:ir-batch6-5777
11075,ir:ir-batch6-1721
11078,ir:ir-batch6-4574
11088,ir:ir-batch6-1789
11090,ir:ir-batch6-1231
11091,ir:26651
11095,ir:ir-batch6-5267
11097,ir:ir-batch6-6172
11098,ir:285
11100,ir:547
11106,ir:ir-batch6-837
11126,ir:ir-batch6-4896
11127,ir:524
11132,ir:ir-batch6-5204
11134,ir:ir-batch6-6111
11141,ir:ir-batch6-2147
11142,ir:26632
11147,ir:ir-batch6-1538
11156,ir:ir-batch6-3486
11170,ir:ir-batch6-5714
11186,ir:ir-batch6-5847
11187,ir:ir-batch6-1028
11197,ir:ir-batch6-2910
11199,ir:288
11201,ir:ir-batch6-2181
11205,ir:220
11206,ir:ir-batch6-4850
11208,ir:ir-batch6-5500
11212,ir:ir-batch6-892
11213,ir:ir-batch6-4069
11214,ir:ir-batch6-1556
11228,ir:ir-batch6-3969
11229,ir:ir-batch6-4213
11235,ir:ir-batch6-4579
11237,ir:ir-batch6-5829
11240,ir:ir-batch6-1046
11262,ir:ir-batch6-5719
11269,ir:ir-batch6-2398
11282,ir:ir-batch6-3659
11286,ir:ir-batch6-1025
11293,ir:ir-batch6-2973
11294,ir:ir-batch6-5209
11297,ir:ir-batch6-3423
11305,ir:ir-batch6-5563
11309,ir:ir-batch6-4833
11312,ir:243
11318,ir:ir-batch6-3005
11334,ir:665
11336,ir:ir-batch6-2206
11338,ir:ir-batch6-1113
11347,ir:ir-batch6-5145
11353,ir:ir-batch6-4656
11361,ir:ir-batch6-4905
11364,ir:ir-batch6-5455
11374,ir:375
11375,ir:ir-batch6-6082
11376,ir:ir-batch6-5397
11389,ir:ir-batch6-4635
11395,ir:316
11409,ir:ir-batch6-4966
11424,ir:ir-batch6-3066
11426,ir:ir-batch6-6233
11428,ir:ir-batch6-5126
11439,ir:412
11449,ir:ir-batch6-2848
11452,ir:ir-batch6-6027
11455,ir:ir-batch6-3518
11468,ir:ir-batch6-4131
11477,ir:ir-batch6-5622
11481,ir:ir-batch6-3008
11491,ir:102
11504,ir:ir-batch6-1927
11505,ir:ir-batch7-123
11518,ir:ir-batch6-4328
11527,ir:ir-batch6-5641
11533,ir:ir-batch6-1944
11538,ir:ir-batch6-5912
11552,ir:ir-batch6-4638
11563,ir:ir-batch6-2883
11572,ir:ir-batch6-2778
11590,ir:ir-batch10-103
11597,ir:ir-batch6-5882
11599,ir:860
11604,ir:ir-batch6-5779
11614,ir:ir-batch6-2182
11615,ir:223
11618,ir:ir-batch6-5503
11621,ir:ir-batch6-4853
11633,ir:ir-batch6-5269
11634,ir:ir-batch6-2913
11637,ir:549
11649,ir:ir-batch6-1536
11652,ir:582
11655,ir:ir-batch6-5560
11658,ir:240
11661,ir:ir-batch6-4898
11667,ir:ir-batch6-4763
11670,ir:ir-batch6-2149
11684,ir:ir-batch6-4519
11686,ir:ir-batch6-1026
11689,ir:ir-batch6-5849
11692,ir:ir-batch6-3909
11711,ir:ir-batch6-4067
11714,ir:ir-batch6-1558
11719,ir:26652
11724,ir:ir-batch6-1232
11728,ir:286
11731,ir:ir-batch6-5264
11734,ir:544
11740,ir:ir-batch6-4577
11743,ir:ir-batch6-5827
11750,ir:ir-batch6-1871
11764,ir:ir-batch6-3967
11779,ir:ir-batch6-5844
11781,ir:ir-batch6-4514
11788,ir:ir-batch6-3904
11790,ir:ir-batch6-5717
11795,ir:ir-batch6-1083
11810,ir:ir-batch6-704
11814,ir:ir-batch6-857
11816,ir:ir-batch6-4895
11822,ir:ir-batch6-2144
11826,ir:ir-batch6-4390
11834,ir:ir-batch6-5902
11836,ir:ir-batch6-2278
11846,ir:ir-batch6-4338
11852,ir:ir-batch6-5651
11855,ir:ir-batch6-5193
11862,ir:ir-batch6-2768
11870,ir:ir-batch6-180
11872,ir:ir-batch6-2893
11874,ir:ir-batch12-178
11876,ir:ir-batch6-4680
11882,ir:ir-batch6-6054
11887,ir:ir-batch6-2002
11890,ir:ir-batch6-4628
11897,ir:ir-batch6-4918
11905,ir:ir-batch6-4121
11915,ir:ir-batch6-2061
11919,ir:ir-batch6-689
11921,ir:ir-batch6-2858
11927,ir:402
11930,ir:20344
11934,ir:ir-batch6-5961
11946,ir:ir-batch6-331
11953,ir:ir-batch6-4499
11955,ir:112
11963,ir:ir-batch6-5632
11970,ir:ir-batch6-2571
11975,ir:ir-batch6-1470
11977,ir:ir-batch6-2765
